avg_assists,avg_bonus,avg_clean_sheets,avg_goals_conceded,avg_goals_scored,avg_minutes,avg_opponent_team,avg_own_goals,avg_penalties_missed,avg_penalties_saved,avg_red_cards,avg_round,avg_saves,avg_total_points,avg_home,avg_yellow_cards,actual_points
0.2,0.0,0.4,1.8,0.2,90.0,9.6,0.0,0.0,0.0,0.0,35.8,0.0,4.2,0.6,0.4,2.0
0.0,0.0,0.4,1.8,0.2,89.4,8.0,0.0,0.0,0.0,0.0,36.6,0.0,3.8,0.6,0.2,0.0
0.0,0.0,0.4,1.0,0.2,71.4,8.2,0.0,0.0,0.0,0.0,30.0,0.0,3.8,0.8,0.2,0.0
0.0,0.0,0.4,0.2,0.0,53.4,6.2,0.0,0.0,0.0,0.0,23.4,0.0,2.6,0.6,0.2,1.0
0.0,0.0,0.2,0.4,0.0,53.4,8.4,0.0,0.0,0.0,0.0,16.8,0.0,1.8,0.8,0.2,0.0
0.0,0.0,0.0,0.2,0.0,18.0,7.4,0.0,0.0,0.0,0.0,4.0,0.0,0.2,0.6,0.2,0.0
0.0,0.0,0.0,0.2,0.0,18.0,10.2,0.0,0.0,0.0,0.0,6.0,0.0,0.2,0.6,0.2,2.0
0.0,0.0,0.0,0.2,0.0,18.0,9.6,0.0,0.0,0.0,0.0,7.0,0.0,0.4,0.6,0.0,1.0
0.0,0.0,0.0,0.4,0.0,21.0,10.2,0.0,0.0,0.0,0.0,8.0,0.0,0.6,0.6,0.0,1.0
0.0,0.0,0.0,0.8,0.0,39.0,9.8,0.0,0.0,0.0,0.0,9.0,0.0,0.8,0.6,0.0,2.0
0.0,0.0,0.0,1.2,0.0,66.0,11.0,0.0,0.0,0.0,0.0,11.0,0.0,1.4,0.6,0.0,1.0
0.0,0.0,0.0,1.0,0.0,59.0,10.6,0.0,0.0,0.0,0.0,12.0,0.0,1.2,0.4,0.0,0.0
0.0,0.0,0.0,0.8,0.0,56.0,9.4,0.0,0.0,0.0,0.0,13.0,0.0,1.0,0.6,0.0,0.0
0.0,0.0,0.0,0.2,0.0,20.0,9.8,0.0,0.0,0.0,0.0,15.0,0.0,0.4,0.6,0.0,0.0
0.0,0.0,0.0,0.0,0.0,11.0,10.8,0.0,0.0,0.0,0.0,16.0,0.0,0.2,0.6,0.0,2.0
0.0,0.0,0.0,0.2,0.0,18.0,11.0,0.0,0.0,0.0,0.0,17.0,0.0,0.4,0.6,0.0,1.0
0.0,0.0,0.0,1.0,0.0,54.0,10.0,0.0,0.0,0.0,0.0,19.0,0.0,0.8,0.4,0.0,6.0
0.0,0.0,0.2,1.0,0.0,72.0,7.6,0.0,0.0,0.0,0.0,23.0,0.0,2.0,0.6,0.0,2.0
0.0,0.0,0.2,0.8,0.0,72.0,8.4,0.0,0.0,0.0,0.0,24.0,0.0,2.2,0.4,0.0,2.0
0.0,0.0,0.0,1.0,0.0,72.0,10.0,0.0,0.0,0.0,0.0,25.0,0.0,1.4,0.4,0.0,0.0
0.0,0.0,0.0,0.6,0.0,60.6,11.2,0.0,0.0,0.0,0.0,27.0,0.0,1.4,0.6,0.0,1.0
0.0,0.0,0.0,0.8,0.0,60.6,9.8,0.0,0.0,0.0,0.0,28.0,0.0,1.2,0.4,0.0,4.0
0.2,0.0,0.0,1.2,0.0,60.6,10.4,0.0,0.0,0.0,0.0,29.0,0.0,1.6,0.6,0.0,1.0
0.2,0.0,0.0,1.4,0.0,60.6,10.2,0.0,0.0,0.0,0.0,30.0,0.0,1.4,0.6,0.0,1.0
0.2,0.0,0.0,1.8,0.0,72.0,8.6,0.0,0.0,0.0,0.0,32.0,0.0,1.4,0.4,0.0,0.0
0.2,0.0,0.0,1.4,0.0,54.0,9.8,0.0,0.0,0.0,0.0,33.0,0.0,1.2,0.6,0.0,0.0
0.0,0.0,0.0,0.4,0.0,18.0,12.8,0.0,0.0,0.0,0.0,35.0,0.0,0.2,0.4,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,15.2,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.4,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,14.6,0.0,0.0,0.0,0.0,23.2,0.0,0.0,0.2,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,11.2,0.0,0.0,0.0,0.0,10.4,0.0,0.0,0.2,0.0,14.0
0.0,0.4,0.2,0.4,0.4,36.0,9.8,0.0,0.0,0.0,0.0,5.0,0.0,4.2,0.4,0.0,2.0
0.0,0.4,0.2,0.6,0.4,52.6,7.6,0.0,0.0,0.0,0.0,6.0,0.0,4.6,0.6,0.0,0.0
0.0,0.4,0.2,0.8,0.4,70.6,9.0,0.0,0.0,0.0,0.0,8.0,0.0,5.0,0.6,0.0,0.0
0.0,0.0,0.0,1.4,0.2,70.6,9.2,0.0,0.0,0.0,0.0,9.0,0.0,2.2,0.6,0.2,1.0
0.0,0.0,0.0,1.6,0.0,70.6,9.6,0.0,0.0,0.0,0.0,10.0,0.0,1.0,0.6,0.2,1.0
0.0,0.6,0.2,2.0,0.2,90.0,11.2,0.0,0.0,0.0,0.0,12.0,0.0,3.6,0.6,0.4,0.0
0.0,0.6,0.2,2.2,0.2,90.0,12.2,0.0,0.0,0.0,0.0,13.0,0.0,3.2,0.4,0.6,0.0
0.0,0.6,0.2,1.6,0.2,82.0,9.8,0.0,0.0,0.0,0.0,14.0,0.0,3.2,0.4,0.6,6.0
0.0,0.6,0.4,0.8,0.2,82.0,10.0,0.0,0.0,0.0,0.0,16.2,0.0,4.0,0.2,0.8,0.0
0.0,0.0,0.2,0.8,0.0,64.0,10.6,0.0,0.0,0.0,0.0,17.4,0.0,1.2,0.4,0.6,5.0
0.0,0.0,0.4,0.6,0.0,72.0,10.0,0.0,0.0,0.0,0.0,19.8,0.0,2.6,0.4,0.4,2.0
0.0,0.0,0.2,1.6,0.0,90.0,9.0,0.0,0.0,0.0,0.0,22.8,0.0,2.0,0.6,0.2,1.0
0.0,0.0,0.0,2.2,0.0,90.0,9.2,0.0,0.0,0.0,0.0,23.6,0.0,1.2,0.6,0.0,1.0
0.0,0.0,0.0,2.8,0.0,90.0,8.8,0.0,0.0,0.0,0.0,25.2,0.0,0.8,0.4,0.0,1.0
0.0,0.0,0.0,2.2,0.0,90.0,10.2,0.0,0.0,0.0,0.0,26.0,0.0,1.0,0.6,0.2,2.0
0.0,0.0,0.0,0.0,0.0,3.0,15.4,0.0,0.0,0.0,0.0,3.0,0.0,0.2,0.6,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,12.4,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.4,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,9.6,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.6,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,8.8,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.4,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,6.4,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.4,0.0,1.0
0.0,0.0,0.0,0.0,0.0,0.8,8.0,0.0,0.0,0.0,0.0,8.0,0.0,0.2,0.4,0.0,1.0
0.0,0.0,0.0,0.2,0.0,7.0,8.4,0.0,0.0,0.0,0.0,9.0,0.0,0.4,0.4,0.0,2.0
0.0,0.0,0.0,0.4,0.0,20.0,10.6,0.0,0.0,0.0,0.0,10.0,0.0,0.8,0.4,0.0,2.0
0.0,0.0,0.0,0.6,0.0,32.8,11.2,0.0,0.0,0.0,0.0,11.0,0.0,1.2,0.4,0.0,0.0
0.0,0.0,0.0,0.6,0.0,32.8,12.8,0.0,0.0,0.0,0.0,12.0,0.0,1.2,0.6,0.0,4.0
0.2,0.0,0.0,0.6,0.0,33.6,12.4,0.0,0.0,0.0,0.0,13.0,0.0,1.8,0.4,0.0,2.0
0.2,0.0,0.0,0.6,0.0,45.8,10.4,0.0,0.0,0.0,0.0,15.0,0.0,2.0,0.6,0.0,3.0
0.0,0.0,0.4,0.4,0.0,60.8,7.6,0.0,0.0,0.0,0.0,18.0,0.0,2.0,0.6,0.0,0.0
0.0,0.0,0.4,0.2,0.0,47.4,9.4,0.0,0.0,0.0,0.0,19.0,0.0,1.6,0.6,0.0,0.0
0.0,0.0,0.4,0.0,0.0,29.4,8.6,0.0,0.0,0.0,0.0,20.0,0.0,1.2,0.4,0.0,0.0
0.0,0.0,0.2,0.0,0.0,12.0,9.8,0.0,0.0,0.0,0.0,21.0,0.0,0.6,0.4,0.0,0.0
0.0,0.0,0.0,0.0,0.0,3.6,8.6,0.0,0.0,0.0,0.0,23.0,0.0,0.2,0.4,0.0,0.0
0.0,0.0,0.0,0.0,0.0,3.6,9.6,0.0,0.0,0.0,0.0,24.0,0.0,0.2,0.4,0.0,0.0
0.0,0.0,0.0,0.0,0.0,3.6,12.0,0.0,0.0,0.0,0.0,25.0,0.0,0.2,0.4,0.0,0.0
0.0,0.0,0.0,0.0,0.0,3.6,14.0,0.0,0.0,0.0,0.0,27.0,0.0,0.2,0.6,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,13.4,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.6,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,10.8,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.6,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,7.6,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.6,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,10.2,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.6,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,12.2,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.6,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,29.6,0.0,0.0,0.4,0.0,1.0
0.0,0.0,0.0,0.0,0.0,1.4,10.2,0.0,0.0,0.0,0.0,23.2,0.0,0.2,0.2,0.0,0.0
0.0,0.0,0.0,0.0,0.0,1.4,10.4,0.0,0.0,0.0,0.0,16.8,0.0,0.2,0.4,0.0,0.0
0.0,0.0,0.0,0.0,0.0,1.4,9.2,0.0,0.0,0.0,0.0,10.4,0.0,0.2,0.2,0.0,0.0
0.0,0.0,0.0,0.0,0.0,1.4,8.0,0.0,0.0,0.0,0.0,5.0,0.0,0.2,0.6,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,4.4,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.6,0.0,1.0
0.2,0.0,0.0,0.4,0.0,10.0,7.0,0.0,0.0,0.0,0.0,9.0,0.0,1.0,0.6,0.0,2.0
0.2,0.0,0.0,0.8,0.0,25.0,7.4,0.0,0.0,0.0,0.0,10.0,0.0,1.4,0.4,0.0,2.0
0.2,0.0,0.0,1.6,0.0,43.0,9.6,0.0,0.0,0.0,0.0,11.0,0.0,1.8,0.4,0.0,3.0
0.2,0.0,0.2,1.6,0.0,60.6,13.4,0.0,0.0,0.0,0.0,12.0,0.0,2.4,0.4,0.0,3.0
0.0,0.0,0.4,1.2,0.0,73.6,11.6,0.0,0.0,0.0,0.0,14.0,0.0,2.2,0.4,0.0,6.0
0.2,0.0,0.6,0.8,0.0,70.6,13.0,0.0,0.0,0.0,0.0,15.0,0.0,3.0,0.4,0.0,2.0
0.2,0.0,0.4,0.2,0.0,59.6,10.4,0.0,0.0,0.0,0.0,17.0,0.0,2.6,0.6,0.0,1.0
0.2,0.0,0.2,0.2,0.0,51.4,12.6,0.0,0.0,0.0,0.0,18.0,0.0,2.2,0.4,0.0,2.0
0.2,0.0,0.2,0.6,0.0,60.4,11.0,0.0,0.0,0.0,0.0,19.0,0.0,2.4,0.4,0.0,1.0
0.0,0.0,0.0,0.8,0.0,54.0,10.8,0.0,0.0,0.0,0.0,20.0,0.0,1.4,0.6,0.0,1.0
0.0,0.0,0.0,1.2,0.0,36.2,12.6,0.0,0.0,0.0,0.0,23.0,0.0,1.0,0.4,0.0,2.0
0.0,0.0,0.0,1.0,0.0,36.2,14.4,0.0,0.0,0.0,0.0,24.0,0.0,1.0,0.6,0.0,3.0
0.0,0.0,0.2,0.6,0.0,56.6,14.6,0.0,0.0,0.0,0.0,26.0,0.0,1.6,0.6,0.0,2.0
0.0,0.0,0.2,0.8,0.0,74.6,12.2,0.0,0.0,0.0,0.0,27.0,0.0,2.0,0.6,0.0,5.0
0.2,0.0,0.4,0.6,0.0,86.6,13.6,0.0,0.0,0.0,0.0,28.0,0.0,2.8,0.6,0.2,5.0
0.4,0.0,0.4,0.6,0.0,86.6,15.2,0.0,0.0,0.0,0.0,29.2,0.0,3.4,0.4,0.2,2.0
0.4,0.0,0.2,0.8,0.0,88.0,15.6,0.0,0.0,0.0,0.0,30.4,0.0,3.2,0.4,0.2,1.0
0.4,0.0,0.2,0.8,0.0,88.0,14.6,0.0,0.0,0.0,0.0,31.6,0.0,3.0,0.4,0.4,2.0
0.2,0.0,0.0,1.2,0.0,84.8,13.2,0.0,0.0,0.0,0.0,33.6,0.0,2.4,0.4,0.2,3.0
0.0,0.0,0.2,1.0,0.0,81.0,10.0,0.0,0.0,0.0,0.0,34.4,0.0,2.0,0.6,0.2,2.0
0.0,0.0,0.2,1.6,0.0,79.0,6.6,0.0,0.0,0.0,0.0,35.2,0.0,2.0,0.6,0.2,2.0
0.0,0.0,0.2,1.8,0.0,79.0,5.2,0.0,0.0,0.0,0.0,36.0,0.0,2.2,0.6,0.0,1.0
0.0,0.0,0.2,1.4,0.0,54.6,5.4,0.0,0.0,0.0,0.0,23.2,0.0,1.6,0.4,0.2,2.0
0.0,0.0,0.0,1.0,0.0,36.6,10.0,0.0,0.0,0.0,0.0,5.0,0.0,0.6,0.4,0.4,1.0
0.0,0.0,0.0,0.8,0.0,33.0,7.6,0.0,0.0,0.0,0.0,6.0,0.0,0.8,0.6,0.2,1.0
0.0,0.0,0.0,0.4,0.0,20.0,7.4,0.0,0.0,0.0,0.0,7.0,0.0,0.6,0.4,0.2,0.0
0.0,0.0,0.0,0.2,0.0,8.4,7.8,0.0,0.0,0.0,0.0,8.0,0.0,0.6,0.6,0.0,0.0
0.0,0.0,0.0,0.2,0.0,6.2,8.0,0.0,0.0,0.0,0.0,9.0,0.0,0.4,0.4,0.0,0.0
0.0,0.0,0.0,0.2,0.0,6.2,11.4,0.0,0.0,0.0,0.0,10.0,0.0,0.4,0.6,0.0,0.0
0.0,0.0,0.0,1.0,0.0,20.6,14.0,0.0,0.0,0.0,0.0,13.0,0.0,0.6,0.6,0.0,1.0
0.0,0.0,0.0,1.2,0.0,24.4,14.4,0.0,0.0,0.0,0.0,14.0,0.0,0.8,0.6,0.0,0.0
0.0,0.0,0.0,1.2,0.0,24.4,13.2,0.0,0.0,0.0,0.0,15.0,0.0,0.8,0.6,0.0,1.0
0.0,0.0,0.0,1.2,0.0,29.4,10.2,0.0,0.0,0.0,0.0,16.0,0.0,1.0,0.6,0.0,0.0
0.0,0.0,0.0,0.0,0.0,5.0,7.6,0.0,0.0,0.0,0.0,19.0,0.0,0.2,0.6,0.0,1.0
0.0,0.0,0.0,0.6,0.0,23.0,6.2,0.0,0.0,0.0,0.0,20.0,0.0,0.4,0.4,0.2,1.0
0.0,0.0,0.0,0.6,0.0,18.2,7.4,0.0,0.0,0.0,0.0,21.0,0.0,0.4,0.6,0.2,0.0
0.0,0.0,0.0,0.6,0.0,18.2,8.2,0.0,0.0,0.0,0.0,22.0,0.0,0.4,0.6,0.2,0.0
0.0,0.0,0.0,0.6,0.0,18.2,6.0,0.0,0.0,0.0,0.0,23.0,0.0,0.4,0.6,0.2,0.0
0.0,0.0,0.0,0.0,0.0,1.8,8.2,0.0,0.0,0.0,0.0,25.0,0.0,0.2,0.6,0.2,0.0
0.0,0.0,0.0,0.0,0.0,1.6,9.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.4,0.2,1.0
0.0,0.4,0.6,0.6,0.2,90.0,12.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.6,0.0,2.0
0.0,0.0,0.4,1.2,0.0,84.0,12.8,0.0,0.0,0.0,0.0,5.0,0.0,2.4,0.6,0.0,1.0
0.0,0.0,0.2,1.4,0.0,75.0,13.2,0.0,0.0,0.0,0.0,6.0,0.0,2.0,0.4,0.0,7.0
0.0,0.2,0.2,1.6,0.2,75.0,14.8,0.0,0.0,0.0,0.0,9.0,0.0,3.0,0.6,0.2,2.0
0.0,0.2,0.2,1.8,0.2,81.0,11.8,0.0,0.0,0.0,0.0,10.0,0.0,3.0,0.4,0.2,2.0
0.0,0.2,0.2,2.0,0.2,90.0,10.8,0.0,0.0,0.0,0.0,11.0,0.0,3.2,0.6,0.2,1.0
0.0,0.0,0.2,2.4,0.0,86.6,8.0,0.0,0.0,0.0,0.0,13.0,0.0,2.0,0.4,0.2,3.0
0.0,0.6,0.2,2.0,0.4,86.6,6.8,0.0,0.0,0.0,0.0,16.0,0.0,4.6,0.4,0.2,2.0
0.0,0.6,0.2,1.4,0.4,90.0,9.4,0.0,0.0,0.0,0.0,17.0,0.0,4.8,0.4,0.0,2.0
0.0,0.6,0.2,1.2,0.4,90.0,11.0,0.0,0.0,0.0,0.0,18.0,0.0,4.8,0.6,0.0,3.0
0.0,0.6,0.2,1.2,0.4,90.0,12.0,0.0,0.0,0.0,0.0,20.0,0.0,4.8,0.4,0.0,5.0
0.2,0.0,0.2,2.0,0.0,90.0,12.6,0.0,0.0,0.0,0.0,22.0,0.0,2.8,0.6,0.0,2.0
0.4,0.4,0.0,2.4,0.0,78.0,11.8,0.0,0.0,0.0,0.0,25.0,0.0,3.4,0.6,0.0,0.0
0.2,0.4,0.0,1.6,0.0,60.0,11.6,0.0,0.0,0.0,0.0,26.0,0.0,2.4,0.4,0.0,0.0
0.2,0.4,0.0,1.2,0.0,42.0,12.0,0.0,0.0,0.0,0.0,27.0,0.0,2.0,0.4,0.0,3.0
0.2,0.4,0.2,0.6,0.0,40.0,13.2,0.0,0.0,0.0,0.0,28.0,0.0,2.2,0.4,0.0,1.0
0.0,0.0,0.2,0.6,0.0,49.6,14.2,0.0,0.0,0.0,0.0,30.0,0.0,1.0,0.4,0.4,2.0
0.0,0.0,0.2,0.8,0.0,67.6,11.0,0.0,0.0,0.0,0.0,31.0,0.0,1.4,0.4,0.4,3.0
0.0,0.0,0.4,0.8,0.0,85.6,11.2,0.0,0.0,0.0,0.0,32.0,0.0,2.0,0.6,0.4,2.0
