avg_assists,avg_bonus,avg_clean_sheets,avg_goals_conceded,avg_goals_scored,avg_minutes,avg_opponent_team,avg_own_goals,avg_penalties_missed,avg_penalties_saved,avg_red_cards,avg_round,avg_saves,avg_total_points,avg_home,avg_yellow_cards,actual_points
0.2,0.8,0.4,0.6,0.0,90.0,8.6,0.0,0.0,0.0,0.0,11.0,0.0,5.0,0.6,0.0,1.0
0.2,0.8,0.4,1.0,0.0,90.0,11.8,0.0,0.0,0.0,0.0,12.0,0.0,4.8,0.6,0.0,1.0
0.2,0.8,0.2,1.2,0.0,90.0,10.2,0.0,0.0,0.0,0.0,13.0,0.0,3.8,0.6,0.2,1.0
0.2,0.4,0.0,1.2,0.0,63.0,12.2,0.0,0.0,0.0,0.0,15.0,0.0,2.0,0.4,0.2,0.0
0.0,0.0,0.0,1.0,0.0,45.0,13.2,0.0,0.0,0.0,0.0,16.0,0.0,0.6,0.6,0.2,0.0
0.0,0.0,0.0,1.0,0.0,36.0,13.8,0.0,0.0,0.0,0.0,18.0,0.0,0.4,0.4,0.0,0.0
0.0,0.0,0.0,0.8,0.0,27.0,12.6,0.0,0.0,0.0,0.0,19.0,0.0,0.2,0.4,0.0,0.0
0.0,0.0,0.0,0.8,0.0,27.0,11.8,0.0,0.0,0.0,0.0,20.0,0.0,0.2,0.4,0.0,0.0
0.0,0.0,0.0,0.8,0.0,27.0,11.0,0.0,0.0,0.0,0.0,21.0,0.0,0.2,0.4,0.0,0.0
0.0,0.0,0.0,0.0,0.0,9.0,11.2,0.0,0.0,0.0,0.0,22.0,0.0,0.2,0.6,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.6,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,12.2,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.4,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.6,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.4,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,12.2,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.6,0.0,1.0
0.0,0.0,0.0,0.4,0.0,18.0,6.8,0.0,0.0,0.0,0.0,30.0,0.0,0.2,0.4,0.0,0.0
0.0,0.0,0.0,0.4,0.0,18.0,5.8,0.0,0.0,0.0,0.0,32.0,0.0,0.2,0.4,0.0,1.0
0.0,0.0,0.0,0.2,0.0,22.2,7.6,0.0,0.0,0.0,0.0,34.0,0.0,0.6,0.4,0.0,0.0
0.0,0.0,0.0,0.2,0.0,22.2,9.8,0.0,0.0,0.0,0.0,35.0,0.0,0.6,0.6,0.0,1.0
0.0,0.0,0.0,0.2,0.0,26.4,10.2,0.0,0.0,0.0,0.0,36.0,0.0,0.8,0.4,0.0,0.0
0.0,0.0,0.0,0.2,0.0,23.8,11.0,0.0,0.0,0.0,0.0,23.2,0.0,0.8,0.2,0.0,1.0
0.0,0.0,0.0,0.0,0.0,4.6,12.6,0.0,0.0,0.0,0.0,4.0,0.0,0.6,0.4,0.0,0.0
0.0,0.0,0.0,0.0,0.0,4.6,11.6,0.0,0.0,0.0,0.0,5.0,0.0,0.6,0.4,0.0,0.0
0.0,0.0,0.0,0.0,0.0,3.0,10.6,0.0,0.0,0.0,0.0,6.0,0.0,0.4,0.6,0.0,0.0
0.0,0.0,0.0,0.0,0.0,2.0,8.2,0.0,0.0,0.0,0.0,7.0,0.0,0.2,0.4,0.0,8.0
0.2,0.6,0.0,0.6,0.2,36.0,13.2,0.0,0.0,0.0,0.0,9.0,0.0,2.8,0.4,0.2,4.0
0.4,0.6,0.0,0.8,0.2,54.0,12.0,0.0,0.0,0.0,0.0,10.0,0.0,3.6,0.6,0.4,0.0
0.4,0.6,0.0,1.2,0.2,72.0,10.0,0.0,0.0,0.0,0.0,11.0,0.0,3.6,0.4,0.6,1.0
0.4,0.6,0.0,1.6,0.2,90.0,11.0,0.0,0.0,0.0,0.0,12.0,0.0,3.8,0.6,0.6,6.0
0.2,0.0,0.2,1.4,0.2,90.0,10.0,0.0,0.0,0.0,0.0,13.0,0.0,3.4,0.4,0.6,9.0
0.0,0.2,0.2,1.2,0.2,90.0,9.8,0.0,0.0,0.0,0.0,15.0,0.0,3.6,0.4,0.2,6.0
0.0,0.2,0.4,0.8,0.2,90.0,10.8,0.0,0.0,0.0,0.0,16.0,0.0,4.8,0.6,0.0,0.0
0.0,0.2,0.4,1.2,0.2,90.0,11.0,0.0,0.0,0.0,0.0,17.0,0.0,4.6,0.4,0.0,1.0
0.0,0.2,0.2,1.6,0.2,90.0,9.6,0.0,0.0,0.0,0.0,18.0,0.0,3.6,0.6,0.0,0.0
0.0,0.0,0.2,2.0,0.0,90.0,8.2,0.0,0.0,0.0,0.0,19.0,0.0,1.8,0.6,0.2,2.0
0.0,0.0,0.2,2.0,0.0,90.0,11.2,0.0,0.0,0.0,0.0,20.0,0.0,1.8,0.6,0.2,9.0
0.0,0.6,0.2,2.0,0.0,90.0,11.0,0.0,0.0,0.0,0.0,21.0,0.0,2.4,0.6,0.2,1.0
0.0,1.2,0.4,1.2,0.0,90.0,11.4,0.0,0.0,0.0,0.0,23.0,0.0,4.2,0.6,0.2,1.0
0.0,1.0,0.4,1.0,0.0,86.8,7.0,0.0,0.0,0.0,0.0,26.0,0.0,4.2,0.4,0.0,7.0
0.2,0.0,0.0,2.0,0.0,84.2,8.6,0.0,0.0,0.0,0.0,3.0,0.0,2.4,0.4,0.2,2.0
0.2,0.6,0.2,1.2,0.2,86.6,9.8,0.0,0.0,0.0,0.0,5.0,0.0,4.2,0.6,0.2,2.0
0.0,0.6,0.2,0.8,0.2,86.6,10.2,0.0,0.0,0.0,0.0,6.0,0.0,3.6,0.6,0.2,1.0
0.0,0.6,0.2,0.8,0.2,79.8,9.6,0.0,0.0,0.0,0.0,7.0,0.0,3.4,0.6,0.2,3.0
0.0,0.6,0.4,0.6,0.2,77.8,10.2,0.0,0.0,0.0,0.0,8.0,0.0,3.6,0.6,0.2,13.0
0.0,0.8,0.2,1.0,0.6,81.2,9.0,0.0,0.0,0.0,0.0,10.0,0.0,5.6,0.4,0.2,2.0
0.0,0.8,0.2,1.4,0.6,76.6,11.0,0.0,0.0,0.0,0.0,11.0,0.0,5.6,0.6,0.2,10.0
0.0,1.2,0.4,1.2,0.8,83.4,10.6,0.0,0.0,0.0,0.0,12.0,0.0,7.4,0.4,0.2,2.0
0.0,1.2,0.2,1.4,0.8,85.4,9.4,0.0,0.0,0.0,0.0,13.0,0.0,7.2,0.6,0.2,12.0
0.2,1.2,0.2,1.4,0.6,84.0,10.0,0.0,0.0,0.0,0.0,14.0,0.0,7.0,0.6,0.0,6.0
0.4,0.8,0.4,1.2,0.4,84.0,9.8,0.0,0.0,0.0,0.0,15.0,0.0,6.4,0.6,0.0,2.0
0.4,0.8,0.4,1.0,0.4,88.6,10.8,0.0,0.0,0.0,0.0,16.0,0.0,6.4,0.6,0.0,15.0
0.4,1.0,0.2,1.2,0.6,88.6,11.0,0.0,0.0,0.0,0.0,17.0,0.0,7.4,0.6,0.0,2.0
0.2,0.6,0.2,1.4,0.4,90.0,10.0,0.0,0.0,0.0,0.0,19.0,0.0,5.4,0.4,0.0,3.0
0.0,0.6,0.2,1.4,0.4,90.0,5.2,0.0,0.0,0.0,0.0,21.0,0.0,4.8,0.4,0.0,2.0
0.0,0.0,0.2,1.8,0.0,90.0,6.0,0.0,0.0,0.0,0.0,22.0,0.0,2.2,0.4,0.0,8.0
0.2,0.6,0.2,1.6,0.0,90.0,7.6,0.0,0.0,0.0,0.0,23.0,0.0,3.4,0.6,0.0,2.0
0.2,0.6,0.0,1.4,0.0,84.0,12.2,0.0,0.0,0.0,0.0,26.0,0.0,3.2,0.4,0.0,3.0
0.2,0.6,0.2,0.8,0.0,84.0,11.2,0.0,0.0,0.0,0.0,27.0,0.0,3.4,0.6,0.0,1.0
0.2,0.0,0.2,1.2,0.0,75.0,10.4,0.0,0.0,0.0,0.0,29.0,0.0,2.6,0.6,0.0,0.0
0.2,0.0,0.2,1.0,0.0,60.0,10.2,0.0,0.0,0.0,0.0,30.0,0.0,2.2,0.6,0.0,2.0
0.2,0.2,0.2,1.0,0.2,72.0,15.2,0.0,0.0,0.0,0.0,36.0,0.0,3.6,0.4,0.0,0.0
0.2,0.0,0.2,0.6,0.0,54.0,13.2,0.0,0.0,0.0,0.0,29.6,0.0,2.0,0.4,0.0,5.0
0.4,0.0,0.2,0.4,0.0,50.8,14.0,0.0,0.0,0.0,0.0,16.8,0.0,2.6,0.4,0.0,3.0
0.4,0.0,0.4,1.0,0.0,72.4,6.4,0.0,0.0,0.0,0.0,7.0,0.0,3.4,0.4,0.0,3.0
0.4,0.0,0.4,1.0,0.0,71.8,9.0,0.0,0.0,0.0,0.0,8.0,0.0,3.4,0.6,0.0,2.0
0.2,0.0,0.2,1.6,0.0,76.0,9.2,0.0,0.0,0.0,0.0,9.0,0.0,2.6,0.6,0.0,1.0
0.0,0.0,0.2,1.8,0.0,69.0,9.6,0.0,0.0,0.0,0.0,10.0,0.0,1.8,0.6,0.0,1.0
0.0,0.0,0.4,1.6,0.0,65.0,11.2,0.0,0.0,0.0,0.0,12.0,0.0,2.0,0.6,0.0,2.0
0.0,0.0,0.2,2.0,0.0,65.8,9.8,0.0,0.0,0.0,0.0,14.0,0.0,1.8,0.4,0.0,0.0
0.0,0.0,0.2,1.2,0.0,48.8,10.0,0.0,0.0,0.0,0.0,16.2,0.0,1.6,0.2,0.0,6.0
0.2,0.2,0.0,1.6,0.0,52.8,10.6,0.0,0.0,0.0,0.0,17.4,0.0,2.2,0.4,0.0,8.0
0.2,0.2,0.2,1.2,0.2,48.2,7.2,0.0,0.0,0.0,0.0,18.6,0.0,3.4,0.6,0.0,2.0
0.2,0.2,0.2,0.8,0.2,52.4,10.0,0.0,0.0,0.0,0.0,19.8,0.0,3.4,0.4,0.0,0.0
0.2,0.2,0.2,0.8,0.2,52.4,8.4,0.0,0.0,0.0,0.0,21.0,0.0,3.4,0.6,0.0,0.0
0.2,0.2,0.2,0.6,0.2,49.4,8.8,0.0,0.0,0.0,0.0,22.0,0.0,3.2,0.6,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,8.4,0.0,0.0,0.0,0.0,24.4,0.0,0.0,0.6,0.0,2.0
0.0,0.0,0.0,0.2,0.0,12.8,8.8,0.0,0.0,0.0,0.0,25.2,0.0,0.4,0.4,0.0,1.0
0.0,0.0,0.0,0.2,0.0,13.0,10.2,0.0,0.0,0.0,0.0,26.0,0.0,0.6,0.6,0.0,1.0
0.0,0.4,0.2,0.8,0.2,90.0,12.6,0.0,0.0,0.0,0.0,4.0,0.0,3.0,0.4,0.6,2.0
0.0,0.4,0.2,1.0,0.2,90.0,13.2,0.0,0.0,0.0,0.0,5.0,0.0,3.0,0.4,0.6,2.0
0.0,0.0,0.2,1.0,0.0,90.0,10.8,0.0,0.0,0.0,0.0,7.0,0.0,2.0,0.6,0.2,3.0
0.0,0.0,0.2,1.0,0.0,90.0,14.2,0.0,0.0,0.0,0.0,8.0,0.0,2.0,0.4,0.2,2.0
0.0,0.0,0.2,1.0,0.0,90.0,13.4,0.0,0.0,0.0,0.0,9.0,0.0,2.2,0.6,0.0,2.0
0.0,0.0,0.2,0.8,0.0,90.0,11.0,0.0,0.0,0.0,0.0,10.0,0.0,2.2,0.6,0.0,6.0
0.2,0.2,0.0,1.2,0.0,72.0,6.4,0.0,0.0,0.0,0.2,13.0,0.0,1.8,0.4,0.0,0.0
0.2,0.2,0.0,1.0,0.0,54.0,7.6,0.0,0.0,0.0,0.2,14.0,0.0,1.4,0.4,0.0,0.0
0.2,0.2,0.0,0.8,0.0,36.0,6.8,0.0,0.0,0.0,0.2,15.0,0.0,1.0,0.6,0.0,3.0
0.0,0.0,0.2,0.2,0.0,36.0,8.6,0.0,0.0,0.0,0.0,17.0,0.0,1.0,0.4,0.0,-2.0
0.0,0.0,0.2,0.4,0.0,42.2,7.6,0.0,0.0,0.0,0.2,18.0,0.0,0.6,0.6,0.0,0.0
0.0,0.0,0.2,0.4,0.0,42.2,8.4,0.0,0.0,0.0,0.2,20.0,0.0,0.6,0.4,0.0,1.0
0.0,0.0,0.0,0.4,0.0,29.0,11.0,0.0,0.0,0.0,0.2,21.0,0.0,0.2,0.4,0.0,2.0
0.0,0.0,0.0,0.4,0.0,29.0,12.4,0.0,0.0,0.0,0.2,22.0,0.0,0.2,0.6,0.0,3.0
0.0,0.0,0.6,0.2,0.0,76.8,13.4,0.0,0.0,0.0,0.0,25.2,0.0,2.4,0.4,0.0,2.0
0.0,0.0,0.6,0.4,0.0,90.0,11.2,0.0,0.0,0.0,0.0,26.4,0.0,2.6,0.6,0.0,1.0
0.0,0.0,0.6,0.6,0.0,90.0,8.2,0.0,0.0,0.0,0.0,27.6,0.0,2.4,0.4,0.2,2.0
0.0,0.0,0.4,1.0,0.0,90.0,8.6,0.0,0.0,0.0,0.0,28.8,0.0,2.2,0.4,0.2,0.0
0.0,0.0,0.2,1.0,0.0,72.0,7.0,0.0,0.0,0.0,0.0,29.8,0.0,1.6,0.6,0.2,3.0
0.0,0.0,0.4,0.8,0.0,72.0,7.2,0.0,0.0,0.0,0.0,32.0,0.0,1.8,0.4,0.2,2.0
0.0,0.0,0.4,0.8,0.0,72.0,9.4,0.0,0.0,0.0,0.0,33.0,0.0,2.0,0.4,0.0,3.0
0.0,0.0,0.6,0.6,0.0,90.0,9.8,0.0,0.0,0.0,0.0,35.0,0.0,2.6,0.6,0.0,2.0
0.0,0.0,0.4,0.8,0.2,90.0,12.4,0.0,0.0,0.0,0.0,36.6,0.0,3.4,0.6,0.2,2.0
0.0,0.0,0.4,0.6,0.2,90.0,11.2,0.0,0.0,0.0,0.0,16.8,0.0,3.2,0.6,0.4,3.0
0.0,0.0,0.6,0.4,0.2,90.0,11.0,0.0,0.0,0.0,0.0,10.4,0.0,3.4,0.4,0.4,3.0
0.0,0.0,0.6,0.4,0.0,90.0,8.6,0.0,0.0,0.0,0.0,4.0,0.0,2.4,0.6,0.2,2.0
0.0,0.0,0.8,0.4,0.2,86.4,10.8,0.0,0.0,0.0,0.0,6.0,0.0,3.4,0.6,0.4,2.0
0.0,0.0,0.8,0.4,0.2,83.8,9.6,0.0,0.0,0.0,0.0,7.0,0.0,3.4,0.6,0.4,13.0
0.2,0.6,0.6,0.8,0.4,83.8,9.8,0.0,0.0,0.0,0.0,8.0,0.0,5.4,0.6,0.4,5.0
0.4,0.6,0.4,1.0,0.4,83.8,9.6,0.0,0.0,0.0,0.0,10.0,0.0,6.0,0.6,0.2,1.0
0.4,0.6,0.4,0.8,0.2,87.4,8.2,0.0,0.0,0.0,0.0,11.0,0.0,4.8,0.4,0.4,2.0
0.4,0.6,0.2,1.0,0.2,90.0,10.2,0.0,0.0,0.0,0.0,12.0,0.0,4.8,0.4,0.2,1.0
0.2,0.0,0.2,0.6,0.0,73.0,10.4,0.0,0.0,0.0,0.0,13.0,0.0,2.4,0.6,0.2,2.0
0.0,0.0,0.2,0.6,0.0,73.0,12.6,0.0,0.0,0.0,0.0,14.0,0.0,1.8,0.4,0.2,1.0
0.0,0.0,0.0,0.6,0.0,66.4,15.8,0.0,0.0,0.0,0.0,16.0,0.0,1.6,0.6,0.0,6.0
0.2,0.0,0.2,0.4,0.0,66.4,13.4,0.0,0.0,0.0,0.0,17.0,0.0,2.4,0.6,0.0,3.0
0.2,0.0,0.6,0.2,0.0,83.4,10.8,0.0,0.0,0.0,0.0,19.0,0.0,2.8,0.4,0.2,3.0
0.2,0.0,0.8,0.2,0.0,86.0,11.2,0.0,0.0,0.0,0.0,20.0,0.0,3.2,0.6,0.2,1.0
0.2,0.0,0.8,0.8,0.0,86.0,9.8,0.0,0.0,0.0,0.0,21.0,0.0,3.0,0.4,0.4,2.0
0.0,0.0,0.6,1.0,0.0,86.0,12.0,0.0,0.0,0.0,0.0,22.0,0.0,2.2,0.4,0.4,10.0
0.0,0.4,0.4,1.2,0.2,86.0,12.8,0.0,0.0,0.0,0.0,24.0,0.0,3.6,0.6,0.2,2.0
0.0,0.4,0.2,1.4,0.2,87.8,11.0,0.0,0.0,0.0,0.0,25.0,0.0,3.4,0.6,0.2,0.0
0.0,0.4,0.2,0.6,0.2,69.8,9.2,0.0,0.0,0.0,0.0,26.0,0.0,3.2,0.6,0.0,0.0
0.0,0.0,0.2,0.4,0.0,51.8,6.8,0.0,0.0,0.0,0.0,28.0,0.0,1.4,0.4,0.0,2.0
0.0,0.0,0.2,0.4,0.0,51.8,7.4,0.0,0.0,0.0,0.0,29.2,0.0,1.4,0.4,0.0,1.0
0.0,0.0,0.2,0.8,0.0,54.0,11.2,0.0,0.0,0.0,0.0,31.6,0.0,1.2,0.4,0.2,0.0
0.0,0.4,0.0,1.0,0.2,54.0,14.4,0.0,0.0,0.0,0.0,34.0,0.0,2.4,0.4,0.2,3.0
0.0,0.4,0.2,0.8,0.2,54.0,14.6,0.0,0.0,0.0,0.0,35.0,0.0,2.6,0.6,0.2,9.0
0.0,0.8,0.2,0.4,0.4,54.0,12.8,0.0,0.0,0.0,0.0,35.8,0.0,4.2,0.6,0.0,3.0
0.0,0.8,0.4,0.4,0.4,72.0,12.2,0.0,0.0,0.0,0.0,36.6,0.0,4.8,0.6,0.0,0.0
0.0,0.4,0.4,0.2,0.2,54.0,9.0,0.0,0.0,0.0,0.0,23.4,0.0,3.0,0.6,0.0,1.0
0.0,0.0,0.2,0.2,0.0,46.6,9.4,0.0,0.0,0.0,0.0,5.0,0.0,1.2,0.4,0.0,1.0
0.0,0.0,0.2,0.6,0.0,64.6,12.8,0.0,0.0,0.0,0.0,6.0,0.0,1.4,0.6,0.2,3.0
0.0,0.0,0.4,0.6,0.0,72.0,13.4,0.0,0.0,0.0,0.0,7.0,0.0,1.8,0.4,0.2,0.0
0.0,0.0,0.6,0.6,0.0,89.2,11.0,0.0,0.0,0.0,0.2,8.0,0.0,1.8,0.6,0.2,2.0
0.0,0.0,0.4,0.8,0.0,89.2,10.6,0.0,0.0,0.0,0.2,9.0,0.0,1.6,0.6,0.2,2.0
0.0,0.0,0.4,1.2,0.0,89.2,11.0,0.0,0.0,0.0,0.2,10.0,0.0,1.6,0.6,0.2,2.0
0.0,0.0,0.4,1.0,0.0,89.2,8.2,0.0,0.0,0.0,0.2,11.0,0.0,1.8,0.6,0.0,1.0
0.0,0.0,0.2,1.4,0.0,89.2,9.4,0.0,0.0,0.0,0.2,12.0,0.0,1.4,0.6,0.2,3.0
0.0,0.0,0.2,1.4,0.0,88.8,10.0,0.0,0.0,0.0,0.0,13.0,0.0,2.0,0.4,0.2,2.0
0.0,0.0,0.2,1.6,0.0,88.8,9.2,0.0,0.0,0.0,0.0,14.0,0.0,2.0,0.4,0.2,2.0
0.0,0.0,0.4,1.0,0.0,88.8,7.4,0.0,0.0,0.0,0.0,15.0,0.0,2.0,0.4,0.4,2.0
0.0,0.0,0.4,1.0,0.0,88.8,8.0,0.0,0.0,0.0,0.0,16.0,0.0,2.0,0.4,0.4,2.0
0.0,0.0,0.4,1.2,0.0,88.8,9.4,0.0,0.0,0.0,0.0,17.0,0.0,2.2,0.4,0.2,3.0
0.0,0.2,0.4,1.0,0.0,90.0,10.6,0.0,0.0,0.0,0.0,19.0,0.0,2.4,0.6,0.2,2.0
0.0,0.2,0.4,1.2,0.0,84.4,10.4,0.2,0.0,0.0,0.0,21.0,0.0,2.0,0.6,0.2,2.0
0.0,0.0,0.4,0.8,0.0,72.0,13.4,0.2,0.0,0.0,0.0,25.0,0.0,1.4,0.4,0.2,1.0
0.0,0.0,0.0,0.0,0.0,0.0,7.6,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.6,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,8.4,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.4,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,10.2,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.6,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,10.4,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.4,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,9.8,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.6,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,11.4,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.4,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,12.2,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.4,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,11.8,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.4,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.6,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,13.4,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.4,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,14.2,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.6,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,12.4,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.4,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,10.4,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.4,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.6,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,6.2,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.6,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.6,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,6.6,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.4,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,10.2,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.6,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,10.8,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.4,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,12.4,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.4,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,13.2,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.4,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,13.6,0.0,0.0,0.0,0.0,31.6,0.0,0.0,0.6,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,14.2,0.0,0.0,0.0,0.0,33.8,0.0,0.0,0.4,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,12.8,0.0,0.0,0.0,0.0,34.8,0.0,0.0,0.4,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,11.2,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.6,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,10.8,0.0,0.0,0.0,0.0,23.4,0.0,0.0,0.6,0.0,1.0
0.0,0.0,0.0,0.4,0.0,18.0,11.8,0.0,0.0,0.0,0.0,16.8,0.0,0.2,0.6,0.0,9.0
0.0,0.4,0.0,0.8,0.2,36.0,14.2,0.0,0.0,0.0,0.0,10.4,0.0,2.0,0.4,0.0,0.0
0.0,0.6,0.2,1.4,0.2,90.0,13.0,0.0,0.0,0.0,0.0,6.0,0.0,3.8,0.6,0.2,5.0
0.0,0.6,0.4,1.0,0.2,90.0,12.6,0.0,0.0,0.0,0.0,7.0,0.0,4.6,0.6,0.4,1.0
0.0,0.2,0.4,0.8,0.0,90.0,11.2,0.0,0.0,0.0,0.0,9.0,0.0,3.4,0.4,0.2,9.0
0.0,0.6,0.4,0.8,0.0,90.0,11.8,0.0,0.0,0.0,0.0,10.0,0.0,3.8,0.4,0.2,1.0
0.0,0.6,0.4,1.0,0.0,90.0,10.8,0.0,0.0,0.0,0.0,11.0,0.0,3.6,0.4,0.2,2.0
0.0,0.6,0.2,1.2,0.0,90.0,12.0,0.0,0.0,0.0,0.0,12.0,0.0,3.0,0.4,0.0,0.0
0.0,0.6,0.2,0.8,0.0,72.0,11.4,0.0,0.0,0.0,0.0,13.0,0.0,2.8,0.6,0.0,0.0
0.0,0.6,0.2,0.6,0.0,54.0,9.4,0.0,0.0,0.0,0.0,14.0,0.0,2.4,0.6,0.0,0.0
0.0,0.0,0.0,0.6,0.0,36.0,8.6,0.0,0.0,0.0,0.0,15.0,0.0,0.6,0.6,0.0,7.0
0.0,0.2,0.2,0.2,0.0,36.0,9.8,0.0,0.0,0.0,0.0,16.0,0.0,1.8,0.6,0.0,0.0
0.0,0.2,0.2,0.4,0.0,36.0,9.2,0.0,0.0,0.0,0.0,17.0,0.0,1.4,0.6,0.2,1.0
0.0,0.2,0.2,0.6,0.0,47.6,9.0,0.0,0.0,0.0,0.0,18.0,0.0,1.6,0.4,0.2,0.0
0.0,0.2,0.2,0.6,0.0,47.6,8.2,0.0,0.0,0.0,0.0,19.0,0.0,1.6,0.4,0.2,0.0
0.0,0.2,0.2,0.6,0.0,47.6,8.6,0.0,0.0,0.0,0.0,20.0,0.0,1.6,0.4,0.2,0.0
0.0,0.0,0.0,0.6,0.0,29.6,7.8,0.0,0.0,0.0,0.0,21.0,0.0,0.2,0.4,0.2,0.0
0.0,0.0,0.0,0.2,0.0,11.6,4.8,0.0,0.0,0.0,0.0,22.0,0.0,0.2,0.4,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,6.4,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.4,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.6,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,10.4,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.6,0.0,1.0
0.0,0.0,0.0,0.4,0.0,12.6,8.4,0.0,0.0,0.0,0.0,26.0,0.0,0.2,0.6,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.6,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,9.4,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.6,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,7.2,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.4,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,6.4,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.4,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,10.4,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.4,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,9.6,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.6,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.4,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,15.8,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.4,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.4,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,10.6,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.6,0.0,0.0
