assists,bonus,clean_sheets,goals_conceded,goals_scored,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,total_points,was_home,yellow_cards
0,0,0,1,0,45,7,0,0,0,0,29,0,1,True,0
0,0,1,0,0,60,20,0,0,0,0,30,0,3,False,0
0,0,0,1,0,21,19,0,0,0,0,32,0,1,False,0
0,0,0,0,0,9,18,0,0,0,0,33,0,1,False,0
0,0,0,0,0,15,9,0,0,0,0,34,0,1,True,0
0,0,0,0,0,0,5,0,0,0,0,34,0,0,True,0
0,0,0,0,0,11,15,0,0,0,0,35,0,1,False,0
0,0,0,0,0,9,3,0,0,0,0,36,0,1,True,0
0,0,0,5,0,90,1,0,0,0,0,37,0,2,False,0
0,0,0,2,0,90,2,0,0,0,0,38,0,2,True,00,0,1,0,0,75,16,0,0,0,0,1,0,3,False,0
0,0,0,3,0,69,18,0,0,0,0,2,0,2,True,0
0,0,0,4,1,90,9,0,0,0,0,3,0,7,False,0
0,0,0,2,0,57,14,0,0,0,0,4,0,1,True,0
0,0,0,1,0,78,20,0,0,0,0,5,0,2,False,0
0,0,0,0,0,0,2,0,0,0,0,6,0,0,True,0
0,0,0,0,0,0,5,0,0,0,0,7,0,0,False,0
0,0,0,0,0,17,10,0,0,0,0,8,0,1,True,0
0,0,0,5,0,90,13,0,0,0,0,9,0,1,False,1
0,0,0,3,0,64,6,0,0,0,0,10,0,1,True,1
0,0,0,0,0,0,19,0,0,0,0,11,0,0,False,0
0,0,0,0,0,35,11,0,0,0,0,12,0,1,False,0
0,0,0,0,0,8,15,0,0,0,0,13,0,1,True,0
0,0,0,2,0,90,7,0,0,0,0,14,0,2,False,0
0,0,0,0,0,0,12,0,0,0,0,15,0,0,True,0
0,0,0,0,0,5,3,0,0,0,0,16,0,1,True,0
0,0,0,0,0,1,17,0,0,0,0,17,0,1,False,0
0,0,0,3,0,90,1,0,0,0,0,18,0,2,False,0
0,0,0,3,0,62,8,0,0,0,0,19,0,2,True,0
0,0,0,0,0,0,19,0,0,0,0,20,0,0,True,0
0,0,0,0,0,1,10,0,0,0,0,21,0,1,False,0
2,3,0,1,0,90,9,0,0,0,0,22,0,11,True,0
0,0,1,0,0,90,18,0,0,0,0,23,0,3,False,0
0,0,0,2,0,90,14,0,0,0,0,24,0,2,False,0
0,0,0,1,0,57,16,0,0,0,0,25,0,1,True,0
0,0,0,1,0,90,3,0,0,0,0,26,0,2,False,0
0,0,0,1,0,79,17,0,0,0,0,27,0,2,True,0
0,0,0,2,0,90,15,0,0,0,0,28,0,1,False,1
0,0,0,1,0,45,7,0,0,0,0,29,0,1,True,0
0,0,0,3,0,78,12,0,0,0,0,30,0,2,False,0
0,0,0,0,0,0,11,0,0,0,0,31,0,0,True,0
0,0,1,0,0,90,20,0,0,0,0,32,0,3,True,0
0,0,0,1,0,81,2,0,0,0,0,33,0,1,False,1
0,0,1,0,0,90,5,0,0,0,0,34,0,3,True,0
0,0,0,2,1,90,6,0,0,0,0,35,0,7,False,0
0,0,0,1,0,75,13,0,0,0,0,36,0,2,True,0
0,0,0,0,0,10,8,0,0,0,0,37,0,1,False,0
0,0,0,2,0,81,1,0,0,0,0,38,0,2,True,00,0,0,0,0,0,16,0,0,0,0,1,0,0,True,0
0,0,0,0,0,0,1,0,0,0,0,2,0,0,False,0
0,0,0,1,0,4,20,0,0,0,0,3,0,1,False,0
0,0,0,0,0,0,10,0,0,0,0,4,0,0,True,0
0,1,0,0,1,31,4,0,0,0,0,5,0,7,False,0
0,0,1,0,0,90,14,0,0,0,0,6,0,3,True,0
0,0,0,2,0,90,2,0,0,0,0,7,0,2,False,0
0,3,1,0,1,90,8,0,0,0,0,8,0,10,True,1
0,0,0,2,0,90,9,0,0,0,0,9,0,1,False,1
0,0,0,4,0,83,6,0,0,0,0,10,0,1,True,1
0,0,0,3,0,90,15,0,0,0,0,11,0,2,False,0
0,0,1,0,0,90,19,0,0,0,0,12,0,3,True,0
0,0,1,0,0,90,18,0,0,0,0,13,0,3,False,0
0,0,0,2,0,90,7,0,0,0,0,14,0,2,True,0
1,0,0,4,0,90,11,0,0,0,0,15,0,4,True,1
0,0,0,5,0,90,17,0,0,0,0,16,0,2,False,0
0,0,1,0,0,90,13,0,0,0,0,17,0,3,True,0
0,0,1,0,0,64,3,0,0,0,0,18,0,2,False,1
0,0,0,0,0,0,8,0,0,0,0,19,0,0,False,0
0,0,0,1,0,58,12,0,0,0,0,20,0,1,True,0
0,0,0,0,0,0,2,0,0,0,0,21,0,0,True,0
0,0,0,3,0,72,6,0,0,0,0,22,0,2,False,0
0,0,0,1,0,90,9,0,0,0,0,23,0,2,True,0
0,0,1,0,0,90,12,0,0,0,0,24,0,3,False,0
0,0,1,0,0,90,1,0,0,0,0,25,0,3,True,0
1,0,0,1,0,90,16,0,0,0,0,26,0,4,False,1
0,0,1,0,0,90,3,0,0,0,0,27,0,2,True,1
0,0,1,0,0,90,13,0,0,0,0,28,0,3,False,0
0,0,0,1,0,88,17,0,0,0,0,29,0,1,True,1
